Region,Province,Mun,Mun_Code_New,Mun_Code_Old,Total Occupied Housing Units
REGION VIII (EASTERN VISAYAS),LEYTE,CARIGARA,PH0803715000,PH083715000,"12,710"
REGION VIII (EASTERN VISAYAS),LEYTE,DAGAMI,PH0803717000,PH083717000,"9,208"
REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,PH0803718000,PH083718000,"12,960"
REGION VIII (EASTERN VISAYAS),LEYTE,HILONGOS,PH0803719000,PH083719000,"15,751"
REGION VIII (EASTERN VISAYAS),LEYTE,HINDANG,PH0803720000,PH083720000,"5,260"
REGION VIII (EASTERN VISAYAS),LEYTE,INOPACAN,PH0803721000,PH083721000,"5,566"
REGION VIII (EASTERN VISAYAS),LEYTE,ISABEL,PH0803722000,PH083722000,"11,574"
REGION VIII (EASTERN VISAYAS),LEYTE,JARO,PH0803723000,PH083723000,"10,671"
REGION VIII (EASTERN VISAYAS),LEYTE,JAVIER (BUGHO),PH0803724000,PH083724000,"6,959"
REGION VIII (EASTERN VISAYAS),LEYTE,JULITA,PH0803725000,PH083725000,"4,338"
REGION VIII (EASTERN VISAYAS),LEYTE,KANANGA,PH0803726000,PH083726000,"13,913"
REGION VIII (EASTERN VISAYAS),LEYTE,LA PAZ,PH0803728000,PH083728000,"5,085"
REGION VIII (EASTERN VISAYAS),LEYTE,LEYTE,PH0803729000,PH083729000,"9,366"
REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,PH0803730000,PH083730000,"5,550"
REGION VIII (EASTERN VISAYAS),LEYTE,MAHAPLAG,PH0803731000,PH083731000,"6,689"
REGION VIII (EASTERN VISAYAS),LEYTE,MATAG-OB,PH0803733000,PH083733000,"4,657"
REGION VIII (EASTERN VISAYAS),LEYTE,MATALOM,PH0803734000,PH083734000,"8,123"
REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,PH0803735000,PH083735000,"4,762"
REGION VIII (EASTERN VISAYAS),LEYTE,MERIDA,PH0803736000,PH083736000,"8,397"
REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,PH0803738000,PH083738000,"55,311"
REGION VIII (EASTERN VISAYAS),LEYTE,PALO,PH0803739000,PH083739000,"17,584"
REGION VIII (EASTERN VISAYAS),LEYTE,PALOMPON,PH0803740000,PH083740000,"14,845"
REGION VIII (EASTERN VISAYAS),LEYTE,PASTRANA,PH0803741000,PH083741000,"4,954"
REGION VIII (EASTERN VISAYAS),LEYTE,SAN ISIDRO,PH0803742000,PH083742000,"8,201"
REGION VIII (EASTERN VISAYAS),LEYTE,SAN MIGUEL,PH0803743000,PH083743000,"4,669"
REGION VIII (EASTERN VISAYAS),LEYTE,SANTA FE,PH0803744000,PH083744000,"5,310"
REGION VIII (EASTERN VISAYAS),LEYTE,TABANGO,PH0803745000,PH083745000,"8,288"
REGION VIII (EASTERN VISAYAS),LEYTE,TABONTABON,PH0803746000,PH083746000,"3,098"
REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,PH0803748000,PH083748000,"14,802"
REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,PH0803749000,PH083749000,"5,227"
REGION VIII (EASTERN VISAYAS),LEYTE,TUNGA,PH0803750000,PH083750000,"1,760"
REGION VIII (EASTERN VISAYAS),LEYTE,VILLABA,PH0803751000,PH083751000,"10,945"
REGION VIII (EASTERN VISAYAS),LEYTE,CITY OF TACLOBAN (Capital),PH0831600000,PH083747000,"55,353"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,ALLEN,PH0804801000,PH084801000,"5,923"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,BIRI,PH0804802000,PH084802000,"2,482"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,BOBON,PH0804803000,PH084803000,"5,818"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CAPUL,PH0804804000,PH084804000,"2,671"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CATARMAN (Capital),PH0804805000,PH084805000,"19,925"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CATUBIG,PH0804806000,PH084806000,"6,880"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,GAMAY,PH0804807000,PH084807000,"5,646"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAOANG,PH0804808000,PH084808000,"13,207"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAPINIG,PH0804809000,PH084809000,"2,655"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAS NAVAS,PH0804810000,PH084810000,"7,658"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAVEZARES,PH0804811000,PH084811000,"6,719"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,MAPANAS,PH0804812000,PH084812000,"3,156"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,MONDRAGON,PH0804813000,PH084813000,"8,497"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,PALAPAG,PH0804814000,PH084814000,"7,742"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,PAMBUJAN,PH0804815000,PH084815000,"7,152"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,ROSARIO,PH0804816000,PH084816000,"2,426"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN ANTONIO,PH0804817000,PH084817000,"2,056"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN ISIDRO,PH0804818000,PH084818000,"6,080"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN JOSE,PH0804819000,PH084819000,"4,197"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN ROQUE,PH0804820000,PH084820000,"5,611"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN VICENTE,PH0804821000,PH084821000,"1,730"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SILVINO LOBOS,PH0804822000,PH084822000,"2,922"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,VICTORIA,PH0804823000,PH084823000,"3,506"
REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LOPE DE VEGA,PH0804824000,PH084824000,"3,100"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),ALMAGRO,PH0806001000,PH086001000,"2,185"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),BASEY,PH0806002000,PH086002000,"13,636"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),CITY OF CALBAYOG,PH0806003000,PH086003000,"41,905"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),CALBIGA,PH0806004000,PH086004000,"5,494"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),CITY OF CATBALOGAN (Capital),PH0806005000,PH086005000,"22,238"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),DARAM,PH0806006000,PH086006000,"9,239"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),GANDARA,PH0806007000,PH086007000,"7,802"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),HINABANGAN,PH0806008000,PH086008000,"3,061"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),JIABONG,PH0806009000,PH086009000,"4,317"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),MARABUT,PH0806010000,PH086010000,"4,421"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),MATUGUINAO,PH0806011000,PH086011000,"1,538"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),MOTIONG,PH0806012000,PH086012000,"3,430"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),PINABACDAO,PH0806013000,PH086013000,"4,114"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SAN JOSE DE BUAN,PH0806014000,PH086014000,"1,668"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SAN SEBASTIAN,PH0806015000,PH086015000,"1,902"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SANTA MARGARITA,PH0806016000,PH086016000,"6,323"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SANTA RITA,PH0806017000,PH086017000,"9,720"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SANTO NIÑO,PH0806018000,PH086018000,"3,018"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),TALALORA,PH0806019000,PH086019000,"1,829"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),TARANGNAN,PH0806020000,PH086020000,"5,918"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),VILLAREAL,PH0806021000,PH086021000,"6,219"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),PARANAS (WRIGHT),PH0806022000,PH086022000,"7,221"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),ZUMARRAGA,PH0806023000,PH086023000,"3,595"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),TAGAPUL-AN,PH0806024000,PH086024000,"1,933"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SAN JORGE,PH0806025000,PH086025000,"3,966"
REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),PAGSANGHAN,PH0806026000,PH086026000,"1,922"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,ANAHAWAN,PH0806401000,PH086401000,"1,981"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,BONTOC,PH0806402000,PH086402000,"7,243"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,HINUNANGAN,PH0806403000,PH086403000,"7,391"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,HINUNDAYAN,PH0806404000,PH086404000,"3,401"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,LIBAGON,PH0806405000,PH086405000,"3,516"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,LILOAN,PH0806406000,PH086406000,"5,347"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,CITY OF MAASIN (Capital),PH0806407000,PH086407000,"19,950"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,MACROHON,PH0806408000,PH086408000,"6,611"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,MALITBOG,PH0806409000,PH086409000,"4,725"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,PADRE BURGOS,PH0806410000,PH086410000,"2,540"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,PINTUYAN,PH0806411000,PH086411000,"2,467"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SAINT BERNARD,PH0806412000,PH086412000,"6,238"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SAN FRANCISCO,PH0806413000,PH086413000,"3,297"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SAN JUAN (CABALIAN),PH0806414000,PH086414000,"3,538"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SAN RICARDO,PH0806415000,PH086415000,"2,294"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SILAGO,PH0806416000,PH086416000,"3,342"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SOGOD,PH0806417000,PH086417000,"10,703"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,TOMAS OPPUS,PH0806418000,PH086418000,"3,971"
REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,LIMASAWA,PH0806419000,PH086419000,"1,491"
REGION VIII (EASTERN VISAYAS),BILIRAN,ALMERIA,PH0807801000,PH087801000,"4,505"
REGION VIII (EASTERN VISAYAS),BILIRAN,BILIRAN,PH0807802000,PH087802000,"4,338"
REGION VIII (EASTERN VISAYAS),BILIRAN,CABUCGAYAN,PH0807803000,PH087803000,"5,187"
REGION VIII (EASTERN VISAYAS),BILIRAN,CAIBIRAN,PH0807804000,PH087804000,"5,374"
REGION VIII (EASTERN VISAYAS),BILIRAN,CULABA,PH0807805000,PH087805000,"3,066"
REGION VIII (EASTERN VISAYAS),BILIRAN,KAWAYAN,PH0807806000,PH087806000,"4,971"
REGION VIII (EASTERN VISAYAS),BILIRAN,MARIPIPI,PH0807807000,PH087807000,"1,629"
REGION VIII (EASTERN VISAYAS),BILIRAN,NAVAL (Capital),PH0807808000,PH087808000,"13,564"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,CITY OF DAPITAN,PH0907201000,PH097201000,"19,576"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,CITY OF DIPOLOG (Capital),PH0907202000,PH097202000,"32,410"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,KATIPUNAN,PH0907203000,PH097203000,"10,662"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,LA LIBERTAD,PH0907204000,PH097204000,"2,115"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,LABASON,PH0907205000,PH097205000,"8,838"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,LILOY,PH0907206000,PH097206000,"9,362"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,MANUKAN,PH0907207000,PH097207000,"8,373"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,MUTIA,PH0907208000,PH097208000,"2,932"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,PIÑAN (NEW PIÑAN),PH0907209000,PH097209000,"4,873"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,POLANCO,PH0907210000,PH097210000,"10,730"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,PRES. MANUEL A. ROXAS,PH0907211000,PH097211000,"9,348"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,RIZAL,PH0907212000,PH097212000,"3,807"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SALUG,PH0907213000,PH097213000,"7,386"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SERGIO OSMEÑA SR.,PH0907214000,PH097214000,"6,758"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIAYAN,PH0907215000,PH097215000,"7,543"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIBUCO,PH0907216000,PH097216000,"7,659"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIBUTAD,PH0907217000,PH097217000,"4,630"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SINDANGAN,PH0907218000,PH097218000,"24,118"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIOCON,PH0907219000,PH097219000,"10,733"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,SIRAWAI,PH0907220000,PH097220000,"6,439"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,TAMPILISAN,PH0907221000,PH097221000,"6,304"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,JOSE DALMAN (PONOT),PH0907222000,PH097222000,"6,113"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,GUTALAC,PH0907223000,PH097223000,"8,760"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,BALIGUIAN,PH0907224000,PH097224000,"5,550"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,GODOD,PH0907225000,PH097225000,"3,943"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,BACUNGAN (Leon T. Postigo),PH0907226000,PH097226000,"6,232"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,KALAWIT,PH0907227000,PH097227000,"5,611"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,AURORA,PH0907302000,PH097302000,"12,385"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,BAYOG,PH0907303000,PH097303000,"7,477"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DIMATALING,PH0907305000,PH097305000,"7,016"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DINAS,PH0907306000,PH097306000,"8,258"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMALINAO,PH0907307000,PH097307000,"7,682"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,DUMINGAG,PH0907308000,PH097308000,"11,141"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,KUMALARANG,PH0907311000,PH097311000,"6,403"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,LABANGAN,PH0907312000,PH097312000,"9,149"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,LAPUYAN,PH0907313000,PH097313000,"5,881"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,MAHAYAG,PH0907315000,PH097315000,"10,850"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,MARGOSATUBIG,PH0907317000,PH097317000,"8,507"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,MIDSALIP,PH0907318000,PH097318000,"7,522"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,MOLAVE,PH0907319000,PH097319000,"11,505"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,CITY OF PAGADIAN (Capital),PH0907322000,PH097322000,"44,412"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),PH0907323000,PH097323000,"6,480"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,SAN MIGUEL,PH0907324000,PH097324000,"4,410"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,SAN PABLO,PH0907325000,PH097325000,"6,272"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,TABINA,PH0907327000,PH097327000,"5,721"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,TAMBULIG,PH0907328000,PH097328000,"8,586"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,TUKURAN,PH0907330000,PH097330000,"9,716"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,LAKEWOOD,PH0907333000,PH097333000,"4,566"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,JOSEFINA,PH0907337000,PH097337000,"2,852"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,PITOGO,PH0907338000,PH097338000,"6,210"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),PH0907340000,PH097340000,"4,234"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,VINCENZO A. SAGUN,PH0907341000,PH097341000,"5,664"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,GUIPOS,PH0907343000,PH097343000,"4,951"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,TIGBAO,PH0907344000,PH097344000,"4,650"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,CITY OF ZAMBOANGA,PH0931700000,PH097332000,"209,521"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ALICIA,PH0908301000,PH098301000,"8,642"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,BUUG,PH0908302000,PH098302000,"8,866"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,DIPLAHAN,PH0908303000,PH098303000,"7,331"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IMELDA,PH0908304000,PH098304000,"5,949"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (Capital),PH0908305000,PH098305000,"21,329"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,PH0908306000,PH098306000,"10,117"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,PH0908307000,PH098307000,"7,276"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,PH0908308000,PH098308000,"7,722"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,PH0908309000,PH098309000,"9,188"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,PH0908310000,PH098310000,"7,746"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,PH0908311000,PH098311000,"8,027"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ROSELLER LIM,PH0908312000,PH098312000,"10,777"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,SIAY,PH0908313000,PH098313000,"9,636"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,TALUSAN,PH0908314000,PH098314000,"5,481"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,TITAY,PH0908315000,PH098315000,"12,693"
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,TUNGAWAN,PH0908316000,PH098316000,"10,426"
REGION IX (ZAMBOANGA PENINSULA),CITY OF ISABELA (Not a Province),CITY OF ISABELA (Capital),PH0990101000,PH099701000,"24,305"
REGION X (NORTHERN MINDANAO),BUKIDNON,BAUNGON,PH1001301000,PH101301000,"8,743"
REGION X (NORTHERN MINDANAO),BUKIDNON,DAMULOG,PH1001302000,PH101302000,"9,179"
REGION X (NORTHERN MINDANAO),BUKIDNON,DANGCAGAN,PH1001303000,PH101303000,"5,881"
REGION X (NORTHERN MINDANAO),BUKIDNON,DON CARLOS,PH1001304000,PH101304000,"15,702"
REGION X (NORTHERN MINDANAO),BUKIDNON,IMPASUG-ONG,PH1001305000,PH101305000,"11,524"
REGION X (NORTHERN MINDANAO),BUKIDNON,KADINGILAN,PH1001306000,PH101306000,"7,951"
REGION X (NORTHERN MINDANAO),BUKIDNON,KALILANGAN,PH1001307000,PH101307000,"9,710"
REGION X (NORTHERN MINDANAO),BUKIDNON,KIBAWE,PH1001308000,PH101308000,"9,814"
REGION X (NORTHERN MINDANAO),BUKIDNON,KITAOTAO,PH1001309000,PH101309000,"12,721"
REGION X (NORTHERN MINDANAO),BUKIDNON,LANTAPAN,PH1001310000,PH101310000,"14,323"
REGION X (NORTHERN MINDANAO),BUKIDNON,LIBONA,PH1001311000,PH101311000,"11,193"
REGION X (NORTHERN MINDANAO),BUKIDNON,CITY OF MALAYBALAY (Capital),PH1001312000,PH101312000,"42,741"
REGION X (NORTHERN MINDANAO),BUKIDNON,MALITBOG,PH1001313000,PH101313000,"5,877"
REGION X (NORTHERN MINDANAO),BUKIDNON,MANOLO FORTICH,PH1001314000,PH101314000,"24,739"
REGION X (NORTHERN MINDANAO),BUKIDNON,MARAMAG,PH1001315000,PH101315000,"25,211"
REGION X (NORTHERN MINDANAO),BUKIDNON,PANGANTUCAN,PH1001316000,PH101316000,"12,984"
REGION X (NORTHERN MINDANAO),BUKIDNON,QUEZON,PH1001317000,PH101317000,"24,786"
REGION X (NORTHERN MINDANAO),BUKIDNON,SAN FERNANDO,PH1001318000,PH101318000,"14,201"
REGION X (NORTHERN MINDANAO),BUKIDNON,SUMILAO,PH1001319000,PH101319000,"6,594"
REGION X (NORTHERN MINDANAO),BUKIDNON,TALAKAG,PH1001320000,PH101320000,"16,008"
REGION X (NORTHERN MINDANAO),BUKIDNON,CITY OF VALENCIA,PH1001321000,PH101321000,"50,071"
REGION X (NORTHERN MINDANAO),BUKIDNON,CABANGLASAN,PH1001322000,PH101322000,"8,027"
REGION X (NORTHERN MINDANAO),CAMIGUIN,CATARMAN,PH1001801000,PH101801000,"4,433"
REGION X (NORTHERN MINDANAO),CAMIGUIN,GUINSILIBAN,PH1001802000,PH101802000,"1,642"
REGION X (NORTHERN MINDANAO),CAMIGUIN,MAHINOG,PH1001803000,PH101803000,"3,477"
