Region,Province,Mun,Mun_Code_New,Mun_Code_Old,Total Occupied Housing Units
REGION II (CAGAYAN VALLEY),ISABELA,ALICIA,PH0203101000,PH023101000,"17,853"
REGION II (CAGAYAN VALLEY),ISABELA,ANGADANAN,PH0203102000,PH023102000,"10,777"
REGION II (CAGAYAN VALLEY),ISABELA,AURORA,PH0203103000,PH023103000,"9,131"
REGION II (CAGAYAN VALLEY),ISABELA,BENITO SOLIVEN,PH0203104000,PH023104000,"7,340"
REGION II (CAGAYAN VALLEY),ISABELA,BURGOS,PH0203105000,PH023105000,"6,229"
REGION II (CAGAYAN VALLEY),ISABELA,CABAGAN,PH0203106000,PH023106000,"11,218"
REGION II (CAGAYAN VALLEY),ISABELA,CABATUAN,PH0203107000,PH023107000,"9,573"
REGION II (CAGAYAN VALLEY),ISABELA,CITY OF CAUAYAN,PH0203108000,PH023108000,"35,035"
REGION II (CAGAYAN VALLEY),ISABELA,CORDON,PH0203109000,PH023109000,"11,440"
REGION II (CAGAYAN VALLEY),ISABELA,DINAPIGUE,PH0203110000,PH023110000,"1,396"
REGION II (CAGAYAN VALLEY),ISABELA,DIVILACAN,PH0203111000,PH023111000,"1,309"
REGION II (CAGAYAN VALLEY),ISABELA,ECHAGUE,PH0203112000,PH023112000,"22,103"
REGION II (CAGAYAN VALLEY),ISABELA,GAMU,PH0203113000,PH023113000,"7,415"
REGION II (CAGAYAN VALLEY),ISABELA,CITY OF ILAGAN (Capital),PH0203114000,PH023114000,"38,216"
REGION II (CAGAYAN VALLEY),ISABELA,JONES,PH0203115000,PH023115000,"11,596"
REGION II (CAGAYAN VALLEY),ISABELA,LUNA,PH0203116000,PH023116000,"5,098"
REGION II (CAGAYAN VALLEY),ISABELA,MACONACON,PH0203117000,PH023117000,961
REGION II (CAGAYAN VALLEY),ISABELA,DELFIN ALBANO (MAGSAYSAY),PH0203118000,PH023118000,"7,368"
REGION II (CAGAYAN VALLEY),ISABELA,MALLIG,PH0203119000,PH023119000,"7,744"
REGION II (CAGAYAN VALLEY),ISABELA,NAGUILIAN,PH0203120000,PH023120000,"7,984"
REGION II (CAGAYAN VALLEY),ISABELA,PALANAN,PH0203121000,PH023121000,"4,188"
REGION II (CAGAYAN VALLEY),ISABELA,QUEZON,PH0203122000,PH023122000,"6,562"
REGION II (CAGAYAN VALLEY),ISABELA,QUIRINO,PH0203123000,PH023123000,"6,588"
REGION II (CAGAYAN VALLEY),ISABELA,RAMON,PH0203124000,PH023124000,"14,049"
REGION II (CAGAYAN VALLEY),ISABELA,REINA MERCEDES,PH0203125000,PH023125000,"6,272"
REGION II (CAGAYAN VALLEY),ISABELA,ROXAS,PH0203126000,PH023126000,"15,856"
REGION II (CAGAYAN VALLEY),ISABELA,SAN AGUSTIN,PH0203127000,PH023127000,"5,368"
REGION II (CAGAYAN VALLEY),ISABELA,SAN GUILLERMO,PH0203128000,PH023128000,"4,934"
REGION II (CAGAYAN VALLEY),ISABELA,SAN ISIDRO,PH0203129000,PH023129000,"6,361"
REGION II (CAGAYAN VALLEY),ISABELA,SAN MANUEL,PH0203130000,PH023130000,"8,349"
REGION II (CAGAYAN VALLEY),ISABELA,SAN MARIANO,PH0203131000,PH023131000,"13,570"
REGION II (CAGAYAN VALLEY),ISABELA,SAN MATEO,PH0203132000,PH023132000,"16,202"
REGION II (CAGAYAN VALLEY),ISABELA,SAN PABLO,PH0203133000,PH023133000,"5,752"
REGION II (CAGAYAN VALLEY),ISABELA,SANTA MARIA,PH0203134000,PH023134000,"5,288"
REGION II (CAGAYAN VALLEY),ISABELA,CITY OF SANTIAGO,PH0203135000,PH023135000,"34,847"
REGION II (CAGAYAN VALLEY),ISABELA,SANTO TOMAS,PH0203136000,PH023136000,"5,360"
REGION II (CAGAYAN VALLEY),ISABELA,TUMAUINI,PH0203137000,PH023137000,"16,093"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,AMBAGUIO,PH0205001000,PH025001000,"3,805"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,ARITAO,PH0205002000,PH025002000,"10,197"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,BAGABAG,PH0205003000,PH025003000,"9,485"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,BAMBANG,PH0205004000,PH025004000,"14,274"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,BAYOMBONG (Capital),PH0205005000,PH025005000,"17,491"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,DIADI,PH0205006000,PH025006000,"4,818"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,DUPAX DEL NORTE,PH0205007000,PH025007000,"8,692"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,DUPAX DEL SUR,PH0205008000,PH025008000,"5,101"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,KASIBU,PH0205009000,PH025009000,"9,771"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,KAYAPA,PH0205010000,PH025010000,"6,115"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,QUEZON,PH0205011000,PH025011000,"6,123"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,SANTA FE,PH0205012000,PH025012000,"4,265"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,SOLANO,PH0205013000,PH025013000,"17,190"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,VILLAVERDE,PH0205014000,PH025014000,"5,172"
REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,ALFONSO CASTANEDA,PH0205015000,PH025015000,"1,775"
REGION II (CAGAYAN VALLEY),QUIRINO,AGLIPAY,PH0205701000,PH025701000,"7,557"
REGION II (CAGAYAN VALLEY),QUIRINO,CABARROGUIS (Capital),PH0205702000,PH025702000,"7,903"
REGION II (CAGAYAN VALLEY),QUIRINO,DIFFUN,PH0205703000,PH025703000,"13,873"
REGION II (CAGAYAN VALLEY),QUIRINO,MADDELA,PH0205704000,PH025704000,"9,826"
REGION II (CAGAYAN VALLEY),QUIRINO,SAGUDAY,PH0205705000,PH025705000,"4,234"
REGION II (CAGAYAN VALLEY),QUIRINO,NAGTIPUNAN,PH0205706000,PH025706000,"5,674"
REGION III (CENTRAL LUZON),BATAAN,ABUCAY,PH0300801000,PH030801000,"10,181"
REGION III (CENTRAL LUZON),BATAAN,BAGAC,PH0300802000,PH030802000,"7,475"
REGION III (CENTRAL LUZON),BATAAN,CITY OF BALANGA (Capital),PH0300803000,PH030803000,"23,469"
REGION III (CENTRAL LUZON),BATAAN,DINALUPIHAN,PH0300804000,PH030804000,"27,193"
REGION III (CENTRAL LUZON),BATAAN,HERMOSA,PH0300805000,PH030805000,"17,564"
REGION III (CENTRAL LUZON),BATAAN,LIMAY,PH0300806000,PH030806000,"18,121"
REGION III (CENTRAL LUZON),BATAAN,MARIVELES,PH0300807000,PH030807000,"37,818"
REGION III (CENTRAL LUZON),BATAAN,MORONG,PH0300808000,PH030808000,"7,959"
REGION III (CENTRAL LUZON),BATAAN,ORANI,PH0300809000,PH030809000,"16,519"
REGION III (CENTRAL LUZON),BATAAN,ORION,PH0300810000,PH030810000,"13,688"
REGION III (CENTRAL LUZON),BATAAN,PILAR,PH0300811000,PH030811000,"10,343"
REGION III (CENTRAL LUZON),BATAAN,SAMAL,PH0300812000,PH030812000,"8,672"
REGION III (CENTRAL LUZON),BULACAN,ANGAT,PH0301401000,PH031401000,"16,002"
REGION III (CENTRAL LUZON),BULACAN,BALAGTAS (BIGAA),PH0301402000,PH031402000,"18,327"
REGION III (CENTRAL LUZON),BULACAN,BALIUAG,PH0301403000,PH031403000,"40,360"
REGION III (CENTRAL LUZON),BULACAN,BOCAUE,PH0301404000,PH031404000,"32,342"
REGION III (CENTRAL LUZON),BULACAN,BULACAN,PH0301405000,PH031405000,"19,905"
REGION III (CENTRAL LUZON),BULACAN,BUSTOS,PH0301406000,PH031406000,"19,007"
REGION III (CENTRAL LUZON),BULACAN,CALUMPIT,PH0301407000,PH031407000,"26,920"
REGION III (CENTRAL LUZON),BULACAN,GUIGUINTO,PH0301408000,PH031408000,"26,820"
REGION III (CENTRAL LUZON),BULACAN,HAGONOY,PH0301409000,PH031409000,"30,002"
REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),PH0301410000,PH031410000,"60,399"
REGION III (CENTRAL LUZON),BULACAN,MARILAO,PH0301411000,PH031411000,"59,263"
REGION III (CENTRAL LUZON),BULACAN,CITY OF MEYCAUAYAN,PH0301412000,PH031412000,"55,473"
REGION III (CENTRAL LUZON),BULACAN,NORZAGARAY,PH0301413000,PH031413000,"31,038"
REGION III (CENTRAL LUZON),BULACAN,OBANDO,PH0301414000,PH031414000,"14,235"
REGION III (CENTRAL LUZON),BULACAN,PANDI,PH0301415000,PH031415000,"35,659"
REGION III (CENTRAL LUZON),BULACAN,PAOMBONG,PH0301416000,PH031416000,"13,114"
REGION III (CENTRAL LUZON),BULACAN,PLARIDEL,PH0301417000,PH031417000,"27,553"
REGION III (CENTRAL LUZON),BULACAN,PULILAN,PH0301418000,PH031418000,"26,357"
REGION III (CENTRAL LUZON),BULACAN,SAN ILDEFONSO,PH0301419000,PH031419000,"27,643"
REGION III (CENTRAL LUZON),BULACAN,CITY OF SAN JOSE DEL MONTE,PH0301420000,PH031420000,"146,147"
REGION III (CENTRAL LUZON),BULACAN,SAN MIGUEL,PH0301421000,PH031421000,"38,739"
REGION III (CENTRAL LUZON),BULACAN,SAN RAFAEL,PH0301422000,PH031422000,"24,854"
REGION III (CENTRAL LUZON),BULACAN,SANTA MARIA,PH0301423000,PH031423000,"68,105"
REGION III (CENTRAL LUZON),BULACAN,DOÑA REMEDIOS TRINIDAD,PH0301424000,PH031424000,"7,022"
REGION III (CENTRAL LUZON),NUEVA ECIJA,ALIAGA,PH0304901000,PH034901000,"15,879"
REGION III (CENTRAL LUZON),NUEVA ECIJA,BONGABON,PH0304902000,PH034902000,"15,864"
REGION III (CENTRAL LUZON),NUEVA ECIJA,CITY OF CABANATUAN,PH0304903000,PH034903000,"76,575"
REGION III (CENTRAL LUZON),NUEVA ECIJA,CABIAO,PH0304904000,PH034904000,"18,088"
REGION III (CENTRAL LUZON),NUEVA ECIJA,CARRANGLAN,PH0304905000,PH034905000,"10,339"
REGION III (CENTRAL LUZON),NUEVA ECIJA,CUYAPO,PH0304906000,PH034906000,"16,942"
REGION III (CENTRAL LUZON),NUEVA ECIJA,GABALDON (BITULOK & SABANI),PH0304907000,PH034907000,"9,672"
REGION III (CENTRAL LUZON),NUEVA ECIJA,CITY OF GAPAN,PH0304908000,PH034908000,"29,182"
REGION III (CENTRAL LUZON),NUEVA ECIJA,GENERAL MAMERTO NATIVIDAD,PH0304909000,PH034909000,"10,351"
REGION III (CENTRAL LUZON),NUEVA ECIJA,GENERAL TINIO (PAPAYA),PH0304910000,PH034910000,"12,204"
REGION III (CENTRAL LUZON),NUEVA ECIJA,GUIMBA,PH0304911000,PH034911000,"30,872"
REGION III (CENTRAL LUZON),NUEVA ECIJA,JAEN,PH0304912000,PH034912000,"19,194"
REGION III (CENTRAL LUZON),NUEVA ECIJA,LAUR,PH0304913000,PH034913000,"9,146"
REGION III (CENTRAL LUZON),NUEVA ECIJA,LICAB,PH0304914000,PH034914000,"7,043"
REGION III (CENTRAL LUZON),NUEVA ECIJA,LLANERA,PH0304915000,PH034915000,"10,142"
REGION III (CENTRAL LUZON),NUEVA ECIJA,LUPAO,PH0304916000,PH034916000,"11,189"
REGION III (CENTRAL LUZON),NUEVA ECIJA,SCIENCE CITY OF MUÑOZ,PH0304917000,PH034917000,"20,318"
REGION III (CENTRAL LUZON),NUEVA ECIJA,NAMPICUAN,PH0304918000,PH034918000,"3,375"
REGION III (CENTRAL LUZON),NUEVA ECIJA,CITY OF PALAYAN (Capital),PH0304919000,PH034919000,"10,804"
REGION III (CENTRAL LUZON),NUEVA ECIJA,PANTABANGAN,PH0304920000,PH034920000,"6,865"
REGION III (CENTRAL LUZON),NUEVA ECIJA,PEÑARANDA,PH0304921000,PH034921000,"7,621"
REGION III (CENTRAL LUZON),NUEVA ECIJA,QUEZON,PH0304922000,PH034922000,"10,241"
REGION III (CENTRAL LUZON),NUEVA ECIJA,RIZAL,PH0304923000,PH034923000,"15,873"
REGION III (CENTRAL LUZON),NUEVA ECIJA,SAN ANTONIO,PH0304924000,PH034924000,"20,018"
REGION III (CENTRAL LUZON),NUEVA ECIJA,SAN ISIDRO,PH0304925000,PH034925000,"12,729"
REGION III (CENTRAL LUZON),NUEVA ECIJA,SAN JOSE CITY,PH0304926000,PH034926000,"36,207"
REGION III (CENTRAL LUZON),NUEVA ECIJA,SAN LEONARDO,PH0304927000,PH034927000,"16,131"
REGION III (CENTRAL LUZON),NUEVA ECIJA,SANTA ROSA,PH0304928000,PH034928000,"18,186"
REGION III (CENTRAL LUZON),NUEVA ECIJA,SANTO DOMINGO,PH0304929000,PH034929000,"14,421"
REGION III (CENTRAL LUZON),NUEVA ECIJA,TALAVERA,PH0304930000,PH034930000,"31,283"
REGION III (CENTRAL LUZON),NUEVA ECIJA,TALUGTUG,PH0304931000,PH034931000,"6,494"
REGION III (CENTRAL LUZON),NUEVA ECIJA,ZARAGOZA,PH0304932000,PH034932000,"12,820"
REGION III (CENTRAL LUZON),PAMPANGA,APALIT,PH0305402000,PH035402000,"26,218"
REGION III (CENTRAL LUZON),PAMPANGA,ARAYAT,PH0305403000,PH035403000,"30,759"
REGION III (CENTRAL LUZON),PAMPANGA,BACOLOR,PH0305404000,PH035404000,"11,459"
REGION III (CENTRAL LUZON),PAMPANGA,CANDABA,PH0305405000,PH035405000,"25,594"
REGION III (CENTRAL LUZON),PAMPANGA,FLORIDABLANCA,PH0305406000,PH035406000,"29,477"
REGION III (CENTRAL LUZON),PAMPANGA,GUAGUA,PH0305407000,PH035407000,"26,758"
REGION III (CENTRAL LUZON),PAMPANGA,LUBAO,PH0305408000,PH035408000,"38,650"
REGION III (CENTRAL LUZON),PAMPANGA,MABALACAT CITY,PH0305409000,PH035409000,"70,650"
REGION III (CENTRAL LUZON),PAMPANGA,MACABEBE,PH0305410000,PH035410000,"16,601"
REGION III (CENTRAL LUZON),PAMPANGA,MAGALANG,PH0305411000,PH035411000,"27,154"
REGION III (CENTRAL LUZON),PAMPANGA,MASANTOL,PH0305412000,PH035412000,"12,636"
REGION III (CENTRAL LUZON),PAMPANGA,MEXICO,PH0305413000,PH035413000,"37,580"
REGION III (CENTRAL LUZON),PAMPANGA,MINALIN,PH0305414000,PH035414000,"9,413"
REGION III (CENTRAL LUZON),PAMPANGA,PORAC,PH0305415000,PH035415000,"32,216"
REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),PH0305416000,PH035416000,"80,826"
REGION III (CENTRAL LUZON),PAMPANGA,SAN LUIS,PH0305417000,PH035417000,"12,496"
REGION III (CENTRAL LUZON),PAMPANGA,SAN SIMON,PH0305418000,PH035418000,"12,838"
REGION III (CENTRAL LUZON),PAMPANGA,SANTA ANA,PH0305419000,PH035419000,"12,410"
REGION III (CENTRAL LUZON),PAMPANGA,SANTA RITA,PH0305420000,PH035420000,"10,968"
REGION III (CENTRAL LUZON),PAMPANGA,SANTO TOMAS,PH0305421000,PH035421000,"9,647"
REGION III (CENTRAL LUZON),PAMPANGA,SASMUAN (Sexmoan),PH0305422000,PH035422000,"5,886"
REGION III (CENTRAL LUZON),PAMPANGA,CITY OF ANGELES,PH0330100000,PH035401000,"109,497"
REGION III (CENTRAL LUZON),TARLAC,ANAO,PH0306901000,PH036901000,"3,046"
REGION III (CENTRAL LUZON),TARLAC,BAMBAN,PH0306902000,PH036902000,"17,324"
REGION III (CENTRAL LUZON),TARLAC,CAMILING,PH0306903000,PH036903000,"21,955"
REGION III (CENTRAL LUZON),TARLAC,CAPAS,PH0306904000,PH036904000,"35,375"
REGION III (CENTRAL LUZON),TARLAC,CONCEPCION,PH0306905000,PH036905000,"37,497"
REGION III (CENTRAL LUZON),TARLAC,GERONA,PH0306906000,PH036906000,"23,259"
REGION III (CENTRAL LUZON),TARLAC,LA PAZ,PH0306907000,PH036907000,"15,440"
REGION III (CENTRAL LUZON),TARLAC,MAYANTOC,PH0306908000,PH036908000,"8,144"
REGION III (CENTRAL LUZON),TARLAC,MONCADA,PH0306909000,PH036909000,"15,270"
REGION III (CENTRAL LUZON),TARLAC,PANIQUI,PH0306910000,PH036910000,"24,494"
REGION III (CENTRAL LUZON),TARLAC,PURA,PH0306911000,PH036911000,"6,489"
REGION III (CENTRAL LUZON),TARLAC,RAMOS,PH0306912000,PH036912000,"5,364"
REGION III (CENTRAL LUZON),TARLAC,SAN CLEMENTE,PH0306913000,PH036913000,"3,362"
REGION III (CENTRAL LUZON),TARLAC,SAN MANUEL,PH0306914000,PH036914000,"6,651"
REGION III (CENTRAL LUZON),TARLAC,SANTA IGNACIA,PH0306915000,PH036915000,"12,625"
REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),PH0306916000,PH036916000,"87,967"
REGION III (CENTRAL LUZON),TARLAC,VICTORIA,PH0306917000,PH036917000,"16,613"
REGION III (CENTRAL LUZON),TARLAC,SAN JOSE,PH0306918000,PH036918000,"9,604"
REGION III (CENTRAL LUZON),ZAMBALES,BOTOLAN,PH0307101000,PH037101000,"17,395"
REGION III (CENTRAL LUZON),ZAMBALES,CABANGAN,PH0307102000,PH037102000,"6,856"
REGION III (CENTRAL LUZON),ZAMBALES,CANDELARIA,PH0307103000,PH037103000,"6,985"
REGION III (CENTRAL LUZON),ZAMBALES,CASTILLEJOS,PH0307104000,PH037104000,"17,297"
REGION III (CENTRAL LUZON),ZAMBALES,IBA (Capital),PH0307105000,PH037105000,"13,720"
REGION III (CENTRAL LUZON),ZAMBALES,MASINLOC,PH0307106000,PH037106000,"12,984"
REGION III (CENTRAL LUZON),ZAMBALES,PALAUIG,PH0307108000,PH037108000,"9,449"
REGION III (CENTRAL LUZON),ZAMBALES,SAN ANTONIO,PH0307109000,PH037109000,"9,553"
REGION III (CENTRAL LUZON),ZAMBALES,SAN FELIPE,PH0307110000,PH037110000,"6,377"
REGION III (CENTRAL LUZON),ZAMBALES,SAN MARCELINO,PH0307111000,PH037111000,"9,420"
REGION III (CENTRAL LUZON),ZAMBALES,SAN NARCISO,PH0307112000,PH037112000,"7,878"
REGION III (CENTRAL LUZON),ZAMBALES,SANTA CRUZ,PH0307113000,PH037113000,"15,645"
REGION III (CENTRAL LUZON),ZAMBALES,SUBIC,PH0307114000,PH037114000,"27,696"
REGION III (CENTRAL LUZON),ZAMBALES,CITY OF OLONGAPO,PH0331400000,PH037107000,"63,821"
REGION III (CENTRAL LUZON),AURORA,BALER (Capital),PH0307701000,PH037701000,"10,091"
REGION III (CENTRAL LUZON),AURORA,CASIGURAN,PH0307702000,PH037702000,"6,490"
REGION III (CENTRAL LUZON),AURORA,DILASAG,PH0307703000,PH037703000,"4,213"
REGION III (CENTRAL LUZON),AURORA,DINALUNGAN,PH0307704000,PH037704000,"3,099"
REGION III (CENTRAL LUZON),AURORA,DINGALAN,PH0307705000,PH037705000,"6,743"
REGION III (CENTRAL LUZON),AURORA,DIPACULAO,PH0307706000,PH037706000,"8,152"
REGION III (CENTRAL LUZON),AURORA,MARIA AURORA,PH0307707000,PH037707000,"10,939"
REGION III (CENTRAL LUZON),AURORA,SAN LUIS,PH0307708000,PH037708000,"6,813"
REGION IV-A (CALABARZON),BATANGAS,AGONCILLO,PH0401001000,PH041001000,"8,559"
REGION IV-A (CALABARZON),BATANGAS,ALITAGTAG,PH0401002000,PH041002000,"5,607"
REGION IV-A (CALABARZON),BATANGAS,BALAYAN,PH0401003000,PH041003000,"22,661"
REGION IV-A (CALABARZON),BATANGAS,BALETE,PH0401004000,PH041004000,"5,149"
REGION IV-A (CALABARZON),BATANGAS,BATANGAS CITY (Capital),PH0401005000,PH041005000,"82,542"
REGION IV-A (CALABARZON),BATANGAS,BAUAN,PH0401006000,PH041006000,"21,133"
REGION IV-A (CALABARZON),BATANGAS,CALACA,PH0401007000,PH041007000,"19,879"
REGION IV-A (CALABARZON),BATANGAS,CALATAGAN,PH0401008000,PH041008000,"13,903"
REGION IV-A (CALABARZON),BATANGAS,CUENCA,PH0401009000,PH041009000,"8,393"
REGION IV-A (CALABARZON),BATANGAS,IBAAN,PH0401010000,PH041010000,"13,793"
REGION IV-A (CALABARZON),BATANGAS,LAUREL,PH0401011000,PH041011000,"9,554"
REGION IV-A (CALABARZON),BATANGAS,LEMERY,PH0401012000,PH041012000,"20,510"
REGION IV-A (CALABARZON),BATANGAS,LIAN,PH0401013000,PH041013000,"14,481"
REGION IV-A (CALABARZON),BATANGAS,CITY OF LIPA,PH0401014000,PH041014000,"85,242"
REGION IV-A (CALABARZON),BATANGAS,LOBO,PH0401015000,PH041015000,"9,345"
REGION IV-A (CALABARZON),BATANGAS,MABINI,PH0401016000,PH041016000,"10,831"
REGION IV-A (CALABARZON),BATANGAS,MALVAR,PH0401017000,PH041017000,"15,012"
REGION IV-A (CALABARZON),BATANGAS,MATAASNAKAHOY,PH0401018000,PH041018000,"7,205"
REGION IV-A (CALABARZON),BATANGAS,NASUGBU,PH0401019000,PH041019000,"31,301"
REGION IV-A (CALABARZON),BATANGAS,PADRE GARCIA,PH0401020000,PH041020000,"11,584"
REGION IV-A (CALABARZON),BATANGAS,ROSARIO,PH0401021000,PH041021000,"29,196"
REGION IV-A (CALABARZON),BATANGAS,SAN JOSE,PH0401022000,PH041022000,"19,272"
REGION IV-A (CALABARZON),BATANGAS,SAN JUAN,PH0401023000,PH041023000,"26,195"
REGION IV-A (CALABARZON),BATANGAS,SAN LUIS,PH0401024000,PH041024000,"8,198"
REGION IV-A (CALABARZON),BATANGAS,SAN NICOLAS,PH0401025000,PH041025000,"4,972"
REGION IV-A (CALABARZON),BATANGAS,SAN PASCUAL,PH0401026000,PH041026000,"16,301"
REGION IV-A (CALABARZON),BATANGAS,SANTA TERESITA,PH0401027000,PH041027000,"4,200"
REGION IV-A (CALABARZON),BATANGAS,CITY OF STO. TOMAS,PH0401028000,PH041028000,"56,353"
REGION IV-A (CALABARZON),BATANGAS,TAAL,PH0401029000,PH041029000,"13,878"
REGION IV-A (CALABARZON),BATANGAS,TALISAY,PH0401030000,PH041030000,"10,312"
REGION IV-A (CALABARZON),BATANGAS,CITY OF TANAUAN,PH0401031000,PH041031000,"44,228"
REGION IV-A (CALABARZON),BATANGAS,TAYSAN,PH0401032000,PH041032000,"9,468"
REGION IV-A (CALABARZON),BATANGAS,TINGLOY,PH0401033000,PH041033000,"4,322"
REGION IV-A (CALABARZON),BATANGAS,TUY,PH0401034000,PH041034000,"11,195"
REGION IV-A (CALABARZON),CAVITE,ALFONSO,PH0402101000,PH042101000,"14,308"
REGION IV-A (CALABARZON),CAVITE,AMADEO,PH0402102000,PH042102000,"10,194"
REGION IV-A (CALABARZON),CAVITE,CITY OF BACOOR,PH0402103000,PH042103000,"156,590"
REGION IV-A (CALABARZON),CAVITE,CARMONA,PH0402104000,PH042104000,"25,807"
REGION IV-A (CALABARZON),CAVITE,CITY OF CAVITE,PH0402105000,PH042105000,"25,128"
REGION IV-A (CALABARZON),CAVITE,CITY OF DASMARIÑAS,PH0402106000,PH042106000,"162,484"
REGION IV-A (CALABARZON),CAVITE,GENERAL EMILIO AGUINALDO,PH0402107000,PH042107000,"5,192"
REGION IV-A (CALABARZON),CAVITE,CITY OF GENERAL TRIAS,PH0402108000,PH042108000,"112,320"
REGION IV-A (CALABARZON),CAVITE,CITY OF IMUS,PH0402109000,PH042109000,"120,865"
REGION IV-A (CALABARZON),CAVITE,INDANG,PH0402110000,PH042110000,"16,612"
REGION IV-A (CALABARZON),CAVITE,KAWIT,PH0402111000,PH042111000,"25,417"
REGION IV-A (CALABARZON),CAVITE,MAGALLANES,PH0402112000,PH042112000,"5,688"
REGION IV-A (CALABARZON),CAVITE,MARAGONDON,PH0402113000,PH042113000,"9,594"
REGION IV-A (CALABARZON),CAVITE,MENDEZ (MENDEZ-NUÑEZ),PH0402114000,PH042114000,"8,308"
REGION IV-A (CALABARZON),CAVITE,NAIC,PH0402115000,PH042115000,"37,986"
REGION IV-A (CALABARZON),CAVITE,NOVELETA,PH0402116000,PH042116000,"12,278"
REGION IV-A (CALABARZON),CAVITE,ROSARIO,PH0402117000,PH042117000,"29,358"
REGION IV-A (CALABARZON),CAVITE,SILANG,PH0402118000,PH042118000,"69,041"
REGION IV-A (CALABARZON),CAVITE,CITY OF TAGAYTAY,PH0402119000,PH042119000,"20,804"
REGION IV-A (CALABARZON),CAVITE,TANZA,PH0402120000,PH042120000,"76,370"
REGION IV-A (CALABARZON),CAVITE,TERNATE,PH0402121000,PH042121000,"5,767"
REGION IV-A (CALABARZON),CAVITE,CITY OF TRECE MARTIRES (Capital),PH0402122000,PH042122000,"47,902"
REGION IV-A (CALABARZON),CAVITE,GEN. MARIANO ALVAREZ,PH0402123000,PH042123000,"38,957"
REGION IV-A (CALABARZON),LAGUNA,ALAMINOS,PH0403401000,PH043401000,"12,381"
REGION IV-A (CALABARZON),LAGUNA,BAY,PH0403402000,PH043402000,"16,405"
REGION IV-A (CALABARZON),LAGUNA,CITY OF BIÑAN,PH0403403000,PH043403000,"104,100"
REGION IV-A (CALABARZON),LAGUNA,CITY OF CABUYAO,PH0403404000,PH043404000,"87,963"
REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,PH0403405000,PH043405000,"136,296"
REGION IV-A (CALABARZON),LAGUNA,CALAUAN,PH0403406000,PH043406000,"20,433"
REGION IV-A (CALABARZON),LAGUNA,CAVINTI,PH0403407000,PH043407000,"5,989"
REGION IV-A (CALABARZON),LAGUNA,FAMY,PH0403408000,PH043408000,"4,169"
REGION IV-A (CALABARZON),LAGUNA,KALAYAAN,PH0403409000,PH043409000,"5,591"
REGION IV-A (CALABARZON),LAGUNA,LILIW,PH0403410000,PH043410000,"10,073"
REGION IV-A (CALABARZON),LAGUNA,LOS BAÑOS,PH0403411000,PH043411000,"29,949"
REGION IV-A (CALABARZON),LAGUNA,LUISIANA,PH0403412000,PH043412000,"4,801"
REGION IV-A (CALABARZON),LAGUNA,LUMBAN,PH0403413000,PH043413000,"7,424"
REGION IV-A (CALABARZON),LAGUNA,MABITAC,PH0403414000,PH043414000,"4,899"
REGION IV-A (CALABARZON),LAGUNA,MAGDALENA,PH0403415000,PH043415000,"6,449"
REGION IV-A (CALABARZON),LAGUNA,MAJAYJAY,PH0403416000,PH043416000,"6,871"
REGION IV-A (CALABARZON),LAGUNA,NAGCARLAN,PH0403417000,PH043417000,"16,339"
REGION IV-A (CALABARZON),LAGUNA,PAETE,PH0403418000,PH043418000,"5,535"
REGION IV-A (CALABARZON),LAGUNA,PAGSANJAN,PH0403419000,PH043419000,"10,392"
REGION IV-A (CALABARZON),LAGUNA,PAKIL,PH0403420000,PH043420000,"5,486"
REGION IV-A (CALABARZON),LAGUNA,PANGIL,PH0403421000,PH043421000,"5,782"
REGION IV-A (CALABARZON),LAGUNA,PILA,PH0403422000,PH043422000,"12,783"
REGION IV-A (CALABARZON),LAGUNA,RIZAL,PH0403423000,PH043423000,"4,474"
REGION IV-A (CALABARZON),LAGUNA,CITY OF SAN PABLO,PH0403424000,PH043424000,"67,772"
REGION IV-A (CALABARZON),LAGUNA,CITY OF SAN PEDRO,PH0403425000,PH043425000,"77,910"
REGION IV-A (CALABARZON),LAGUNA,SANTA CRUZ (Capital),PH0403426000,PH043426000,"29,589"
REGION IV-A (CALABARZON),LAGUNA,SANTA MARIA,PH0403427000,PH043427000,"8,415"
